dis: 3.239, predict: 0, model: efficientnet_b3
dis: 3.974, predict: 3, model: resnet50
dis: 2.652, predict: 1, model: resnet50
dis: 3.465, predict: 2, model: efficientnet_b3
dis: 4.045, predict: 2, model: efficientnet_b3
dis: 2.753, predict: 6, model: resnet50
dis: 5.631, predict: 0, model: resnet50
dis: 2.976, predict: 0, model: efficientnet_b3
dis: 2.257, predict: 5, model: resnet50
dis: 5.810, predict: 6, model: efficientnet_b3
dis: 6.095, predict: 4, model: resnet50
dis: 5.334, predict: 9, model: efficientnet_b3
dis: 1.052, predict: 3, model: resnet50
dis: 2.759, predict: 0, model: resnet50
dis: 3.393, predict: 4, model: resnet50
dis: 3.760, predict: 5, model: efficientnet_b3
dis: 6.153, predict: 5, model: efficientnet_b3
dis: 5.985, predict: 0, model: efficientnet_b3
dis: 3.334, predict: 3, model: efficientnet_b3
dis: 2.132, predict: 2, model: resnet50
dis: 0.796, predict: 8, model: efficientnet_b3
dis: 4.524, predict: 3, model: resnet50
dis: 1.246, predict: 4, model: resnet50
dis: 6.227, predict: 8, model: efficientnet_b3
dis: 2.825, predict: 8, model: resnet50
dis: 1.123, predict: 8, model: resnet50
dis: 3.023, predict: 3, model: resnet50
dis: 6.423, predict: 1, model: efficientnet_b3
dis: 6.096, predict: 3, model: efficientnet_b3
dis: 5.974, predict: 3, model: efficientnet_b3
dis: 2.482, predict: 2, model: efficientnet_b3
dis: 3.127, predict: 5, model: resnet50
dis: 1.823, predict: 5, model: efficientnet_b3
dis: 4.315, predict: 4, model: resnet50
dis: 1.227, predict: 3, model: efficientnet_b3
dis: 9.317, predict: 9, model: efficientnet_b3
dis: 1.090, predict: 8, model: resnet50
dis: 9.260, predict: 2, model: resnet50
dis: 2.913, predict: 0, model: resnet50
dis: 3.117, predict: 0, model: efficientnet_b3
dis: 8.427, predict: 3, model: efficientnet_b3
dis: 5.619, predict: 0, model: resnet50
dis: 6.300, predict: 0, model: efficientnet_b3
dis: 6.715, predict: 2, model: resnet50
dis: 5.672, predict: 4, model: resnet50
dis: 4.097, predict: 9, model: efficientnet_b3
dis: 6.240, predict: 3, model: efficientnet_b3
dis: 2.720, predict: 5, model: resnet50
dis: 0.908, predict: 3, model: efficientnet_b3
dis: 5.618, predict: 3, model: efficientnet_b3
dis: 9.802, predict: 5, model: efficientnet_b3
dis: 11.742, predict: 0, model: resnet50
dis: 2.514, predict: 2, model: efficientnet_b3
dis: 4.020, predict: 5, model: resnet50
dis: 5.963, predict: 5, model: efficientnet_b3
dis: 2.784, predict: 6, model: resnet50
dis: 3.997, predict: 3, model: efficientnet_b3
dis: 2.532, predict: 4, model: resnet50
dis: 1.881, predict: 9, model: efficientnet_b3
dis: 6.825, predict: 2, model: efficientnet_b3
dis: 6.625, predict: 5, model: efficientnet_b3
dis: 4.028, predict: 5, model: efficientnet_b3
dis: 0.589, predict: 0, model: efficientnet_b3
dis: 2.426, predict: 8, model: efficientnet_b3
dis: 3.462, predict: 0, model: resnet50
dis: 6.415, predict: 0, model: efficientnet_b3
dis: 3.217, predict: 6, model: efficientnet_b3
dis: 5.621, predict: 3, model: efficientnet_b3
dis: 2.056, predict: 2, model: resnet50
dis: 7.294, predict: 3, model: efficientnet_b3
dis: 3.116, predict: 9, model: resnet50
dis: 4.438, predict: 2, model: resnet50
dis: 6.068, predict: 9, model: resnet50
dis: 1.647, predict: 6, model: resnet50
dis: 0.747, predict: 3, model: resnet50
dis: 6.080, predict: 5, model: efficientnet_b3
dis: 4.625, predict: 3, model: efficientnet_b3
dis: 4.777, predict: 5, model: resnet50
dis: 4.975, predict: 2, model: efficientnet_b3
dis: 2.960, predict: 2, model: resnet50
dis: 5.521, predict: 2, model: efficientnet_b3
dis: 6.697, predict: 5, model: resnet50
dis: 3.756, predict: 2, model: resnet50
dis: 0.938, predict: 5, model: resnet50
dis: 2.742, predict: 2, model: efficientnet_b3
dis: 0.890, predict: 4, model: efficientnet_b3
dis: 4.297, predict: 1, model: efficientnet_b3
dis: 9.867, predict: 6, model: efficientnet_b3
dis: 2.276, predict: 5, model: resnet50
dis: 0.734, predict: 3, model: efficientnet_b3
dis: 3.610, predict: 3, model: efficientnet_b3
dis: 1.910, predict: 3, model: efficientnet_b3
dis: 3.606, predict: 0, model: resnet50
dis: 3.380, predict: 5, model: efficientnet_b3
dis: 4.584, predict: 6, model: efficientnet_b3
dis: 3.037, predict: 1, model: efficientnet_b3
dis: 1.875, predict: 1, model: resnet50
dis: 6.167, predict: 3, model: resnet50
dis: 1.024, predict: 7, model: resnet50
dis: 0.674, predict: 5, model: efficientnet_b3
dis: 10.086, predict: 2, model: efficientnet_b3
dis: 2.415, predict: 3, model: efficientnet_b3
dis: 3.443, predict: 5, model: efficientnet_b3
dis: 1.138, predict: 7, model: resnet50
dis: 6.736, predict: 5, model: efficientnet_b3
dis: 2.496, predict: 2, model: resnet50
dis: 2.045, predict: 5, model: resnet50
dis: 0.430, predict: 4, model: resnet50
dis: 3.632, predict: 4, model: efficientnet_b3
dis: 11.747, predict: 6, model: resnet50
dis: 6.477, predict: 2, model: resnet50
dis: 3.751, predict: 9, model: efficientnet_b3
dis: 0.872, predict: 8, model: resnet50
dis: 1.772, predict: 1, model: resnet50
dis: 6.447, predict: 2, model: resnet50
dis: 2.349, predict: 3, model: efficientnet_b3
dis: 2.248, predict: 5, model: resnet50
dis: 8.730, predict: 3, model: resnet50
dis: 7.031, predict: 2, model: resnet50
dis: 3.405, predict: 0, model: resnet50
dis: 0.592, predict: 1, model: resnet50
dis: 2.920, predict: 8, model: resnet50
dis: 2.127, predict: 1, model: efficientnet_b3
dis: 5.931, predict: 3, model: efficientnet_b3
dis: 7.177, predict: 5, model: resnet50
dis: 3.100, predict: 0, model: resnet50
