dis: 1.823, predict: 5, model: efficientnet_b5
dis: 0.908, predict: 3, model: efficientnet_b5
dis: 1.205, predict: 8, model: efficientnet_b1
dis: 1.647, predict: 6, model: resnet50
dis: 4.297, predict: 1, model: efficientnet_b5
dis: 1.910, predict: 3, model: efficientnet_b5
dis: 3.606, predict: 0, model: resnet50
dis: 3.037, predict: 1, model: efficientnet_b5
dis: 2.349, predict: 3, model: efficientnet_b5
dis: 3.872, predict: 6, model: resnet50
dis: 3.152, predict: 5, model: resnet50
dis: 1.704, predict: 1, model: efficientnet_b1
dis: 3.734, predict: 8, model: efficientnet_b5
dis: 1.632, predict: 4, model: resnet50
dis: 2.492, predict: 5, model: resnet50
dis: 0.524, predict: 1, model: resnet50
dis: 2.111, predict: 9, model: efficientnet_b5
dis: 3.019, predict: 4, model: resnet50
dis: 3.984, predict: 1, model: efficientnet_b5
dis: 1.787, predict: 3, model: resnet50
dis: 2.675, predict: 2, model: resnet50
dis: 2.934, predict: 0, model: efficientnet_b1
dis: 1.251, predict: 3, model: efficientnet_b1
dis: 6.391, predict: 0, model: efficientnet_b5
dis: 10.272, predict: 0, model: efficientnet_b5
dis: 4.716, predict: 8, model: resnet50
dis: 7.371, predict: 5, model: efficientnet_b5
dis: 0.741, predict: 2, model: resnet50
dis: 2.806, predict: 3, model: resnet50
hard voting:97.560, soft voting:97.820
