dis: 2.653, predict: 9, model: resnet50
dis: 0.771, predict: 9, model: resnet50
dis: 4.174, predict: 5, model: resnet50
dis: 1.174, predict: 6, model: resnet50
dis: 4.650, predict: 2, model: resnet152
dis: 5.631, predict: 0, model: resnet50
dis: 7.079, predict: 9, model: resnet50
dis: 1.824, predict: 3, model: resnet152
dis: 6.235, predict: 0, model: resnet152
dis: 6.059, predict: 3, model: resnet152
dis: 1.738, predict: 9, model: resnet152
dis: 5.359, predict: 6, model: resnet152
dis: 6.095, predict: 4, model: resnet50
dis: 2.497, predict: 3, model: resnet152
dis: 3.393, predict: 4, model: resnet50
dis: 2.815, predict: 4, model: resnet50
dis: 3.077, predict: 5, model: resnet152
dis: 0.969, predict: 4, model: resnet152
dis: 1.351, predict: 7, model: resnet152
dis: 6.720, predict: 3, model: resnet50
dis: 2.092, predict: 8, model: resnet152
dis: 4.328, predict: 8, model: resnet152
dis: 2.023, predict: 2, model: resnet152
dis: 5.679, predict: 3, model: resnet152
dis: 3.127, predict: 5, model: resnet50
dis: 9.323, predict: 7, model: resnet152
dis: 4.315, predict: 4, model: resnet50
dis: 3.080, predict: 5, model: resnet152
dis: 9.987, predict: 9, model: resnet152
dis: 5.838, predict: 4, model: resnet50
dis: 1.090, predict: 8, model: resnet50
dis: 2.816, predict: 8, model: resnet50
dis: 7.386, predict: 3, model: resnet152
dis: 4.215, predict: 0, model: resnet152
dis: 2.440, predict: 3, model: resnet152
dis: 7.630, predict: 4, model: resnet50
dis: 8.634, predict: 3, model: resnet152
dis: 9.398, predict: 5, model: resnet152
dis: 2.123, predict: 2, model: resnet152
dis: 4.624, predict: 3, model: resnet152
dis: 8.602, predict: 5, model: resnet152
dis: 4.647, predict: 6, model: resnet152
dis: 2.784, predict: 6, model: resnet50
dis: 1.829, predict: 5, model: resnet50
dis: 7.902, predict: 2, model: resnet152
dis: 1.620, predict: 0, model: resnet152
dis: 9.578, predict: 2, model: resnet152
dis: 6.978, predict: 5, model: resnet152
dis: 6.611, predict: 5, model: resnet152
dis: 3.921, predict: 8, model: resnet152
dis: 3.564, predict: 8, model: resnet152
dis: 5.750, predict: 0, model: resnet152
dis: 4.977, predict: 5, model: resnet50
dis: 3.127, predict: 4, model: resnet50
dis: 3.236, predict: 5, model: resnet152
dis: 4.664, predict: 5, model: resnet50
dis: 4.998, predict: 5, model: resnet50
dis: 2.856, predict: 8, model: resnet50
dis: 2.056, predict: 2, model: resnet50
dis: 8.935, predict: 3, model: resnet152
dis: 5.636, predict: 0, model: resnet152
dis: 6.068, predict: 9, model: resnet50
dis: 4.972, predict: 9, model: resnet50
dis: 1.444, predict: 5, model: resnet152
dis: 3.415, predict: 5, model: resnet152
dis: 7.875, predict: 3, model: resnet152
dis: 9.789, predict: 3, model: resnet152
dis: 6.635, predict: 2, model: resnet152
dis: 5.770, predict: 0, model: resnet50
dis: 10.101, predict: 2, model: resnet152
dis: 1.967, predict: 2, model: resnet152
dis: 4.208, predict: 4, model: resnet152
dis: 6.224, predict: 6, model: resnet152
dis: 2.276, predict: 5, model: resnet50
dis: 4.137, predict: 3, model: resnet152
dis: 1.132, predict: 2, model: resnet50
dis: 1.456, predict: 8, model: resnet50
dis: 6.668, predict: 8, model: resnet50
dis: 5.804, predict: 8, model: resnet152
dis: 1.981, predict: 2, model: resnet50
dis: 1.560, predict: 8, model: resnet50
dis: 1.875, predict: 1, model: resnet50
dis: 5.027, predict: 5, model: resnet152
dis: 12.782, predict: 2, model: resnet152
dis: 2.390, predict: 3, model: resnet152
dis: 1.457, predict: 5, model: resnet50
dis: 5.329, predict: 5, model: resnet152
dis: 2.230, predict: 5, model: resnet152
dis: 2.948, predict: 4, model: resnet152
dis: 0.430, predict: 4, model: resnet50
dis: 3.577, predict: 5, model: resnet50
dis: 15.641, predict: 9, model: resnet152
dis: 2.913, predict: 0, model: resnet152
dis: 1.429, predict: 3, model: resnet152
dis: 6.179, predict: 0, model: resnet50
dis: 3.967, predict: 0, model: resnet50
dis: 2.920, predict: 8, model: resnet50
dis: 1.772, predict: 9, model: resnet50
dis: 2.566, predict: 3, model: resnet152
dis: 1.504, predict: 7, model: resnet152
dis: 2.481, predict: 4, model: resnet152
dis: 1.453, predict: 0, model: resnet50
dis: 10.422, predict: 6, model: resnet152
dis: 8.157, predict: 3, model: resnet152
dis: 6.622, predict: 3, model: resnet152
dis: 4.362, predict: 3, model: resnet152
dis: 1.406, predict: 6, model: resnet152
dis: 3.146, predict: 4, model: resnet152
dis: 8.556, predict: 3, model: resnet152
dis: 1.523, predict: 1, model: resnet152
dis: 1.401, predict: 2, model: resnet152
dis: 9.477, predict: 2, model: resnet152
dis: 4.190, predict: 9, model: resnet152
dis: 3.166, predict: 8, model: resnet152
dis: 5.369, predict: 5, model: resnet152
dis: 2.116, predict: 7, model: resnet152
dis: 3.229, predict: 5, model: resnet152
dis: 5.334, predict: 5, model: resnet152
dis: 5.022, predict: 1, model: resnet152
dis: 3.649, predict: 5, model: resnet50
dis: 6.613, predict: 3, model: resnet152
dis: 1.784, predict: 3, model: resnet152
dis: 4.097, predict: 2, model: resnet152
dis: 4.182, predict: 3, model: resnet152
dis: 2.762, predict: 8, model: resnet152
dis: 6.560, predict: 3, model: resnet152
dis: 3.272, predict: 3, model: resnet152
dis: 3.295, predict: 2, model: resnet152
dis: 1.186, predict: 3, model: resnet152
dis: 2.492, predict: 5, model: resnet50
