dis: 2.660, predict: 9, model: efficientnet_b1
dis: 2.273, predict: 0, model: efficientnet_b1
dis: 3.718, predict: 7, model: resnet152
dis: 2.247, predict: 5, model: efficientnet_b1
dis: 6.064, predict: 3, model: resnet152
dis: 2.598, predict: 3, model: resnet152
dis: 3.037, predict: 0, model: resnet152
dis: 4.650, predict: 2, model: resnet152
dis: 8.949, predict: 2, model: resnet152
dis: 1.360, predict: 8, model: resnet152
dis: 3.179, predict: 0, model: resnet152
dis: 2.907, predict: 6, model: resnet152
dis: 2.915, predict: 5, model: efficientnet_b1
dis: 9.934, predict: 0, model: resnet152
dis: 1.738, predict: 9, model: resnet152
dis: 3.179, predict: 7, model: resnet152
dis: 2.497, predict: 3, model: resnet152
dis: 1.745, predict: 5, model: resnet152
dis: 3.319, predict: 1, model: resnet152
dis: 1.825, predict: 3, model: resnet152
dis: 4.058, predict: 5, model: resnet152
dis: 1.054, predict: 7, model: resnet152
dis: 11.820, predict: 0, model: resnet152
dis: 0.697, predict: 5, model: efficientnet_b1
dis: 1.367, predict: 0, model: efficientnet_b1
dis: 2.371, predict: 3, model: efficientnet_b1
dis: 1.111, predict: 3, model: efficientnet_b1
dis: 3.617, predict: 3, model: efficientnet_b1
dis: 5.027, predict: 6, model: resnet152
dis: 2.441, predict: 3, model: efficientnet_b1
dis: 1.483, predict: 3, model: resnet152
dis: 4.879, predict: 3, model: resnet152
dis: 4.207, predict: 7, model: efficientnet_b1
dis: 3.749, predict: 9, model: resnet152
dis: 7.092, predict: 3, model: resnet152
dis: 4.742, predict: 5, model: resnet152
dis: 6.439, predict: 4, model: efficientnet_b1
dis: 0.440, predict: 8, model: efficientnet_b1
dis: 3.581, predict: 0, model: resnet152
dis: 1.290, predict: 8, model: efficientnet_b1
dis: 6.968, predict: 6, model: resnet152
dis: 4.735, predict: 2, model: efficientnet_b1
dis: 4.661, predict: 3, model: resnet152
dis: 3.739, predict: 7, model: resnet152
dis: 2.440, predict: 3, model: resnet152
dis: 1.393, predict: 4, model: efficientnet_b1
dis: 7.096, predict: 3, model: resnet152
dis: 1.251, predict: 5, model: resnet152
dis: 8.634, predict: 3, model: resnet152
dis: 0.331, predict: 7, model: efficientnet_b1
dis: 9.398, predict: 5, model: resnet152
dis: 2.123, predict: 2, model: resnet152
dis: 4.624, predict: 3, model: resnet152
dis: 1.265, predict: 7, model: resnet152
dis: 2.761, predict: 9, model: resnet152
dis: 10.123, predict: 2, model: resnet152
dis: 2.262, predict: 5, model: efficientnet_b1
dis: 3.503, predict: 4, model: resnet152
dis: 0.770, predict: 9, model: efficientnet_b1
dis: 16.149, predict: 7, model: resnet152
dis: 6.618, predict: 5, model: resnet152
dis: 4.156, predict: 2, model: resnet152
dis: 3.779, predict: 1, model: efficientnet_b1
dis: 2.094, predict: 3, model: resnet152
dis: 1.985, predict: 5, model: efficientnet_b1
dis: 3.634, predict: 8, model: efficientnet_b1
dis: 4.545, predict: 8, model: efficientnet_b1
dis: 5.636, predict: 0, model: resnet152
dis: 2.746, predict: 1, model: resnet152
dis: 0.538, predict: 7, model: efficientnet_b1
dis: 5.389, predict: 4, model: resnet152
dis: 7.893, predict: 4, model: resnet152
dis: 4.638, predict: 9, model: efficientnet_b1
dis: 1.444, predict: 5, model: resnet152
dis: 3.415, predict: 5, model: resnet152
dis: 7.641, predict: 2, model: resnet152
dis: 1.503, predict: 9, model: resnet152
dis: 1.888, predict: 0, model: efficientnet_b1
dis: 2.946, predict: 5, model: resnet152
dis: 1.967, predict: 2, model: resnet152
dis: 4.208, predict: 4, model: resnet152
dis: 2.781, predict: 8, model: resnet152
dis: 0.806, predict: 2, model: resnet152
dis: 4.137, predict: 3, model: resnet152
dis: 2.622, predict: 3, model: efficientnet_b1
dis: 10.496, predict: 6, model: resnet152
dis: 8.795, predict: 3, model: resnet152
dis: 4.778, predict: 8, model: efficientnet_b1
dis: 8.138, predict: 7, model: resnet152
dis: 4.049, predict: 8, model: efficientnet_b1
dis: 5.804, predict: 8, model: resnet152
dis: 1.438, predict: 5, model: efficientnet_b1
dis: 4.019, predict: 2, model: efficientnet_b1
dis: 1.299, predict: 8, model: resnet152
dis: 5.844, predict: 4, model: resnet152
dis: 2.938, predict: 7, model: resnet152
dis: 5.107, predict: 0, model: resnet152
dis: 6.918, predict: 1, model: resnet152
dis: 3.415, predict: 2, model: resnet152
dis: 3.830, predict: 4, model: resnet152
dis: 5.577, predict: 4, model: resnet152
dis: 4.420, predict: 3, model: resnet152
dis: 0.886, predict: 5, model: resnet152
dis: 0.917, predict: 5, model: resnet152
dis: 3.144, predict: 3, model: efficientnet_b1
dis: 5.931, predict: 5, model: resnet152
dis: 2.011, predict: 3, model: resnet152
dis: 1.429, predict: 3, model: resnet152
dis: 3.429, predict: 2, model: resnet152
dis: 2.918, predict: 0, model: efficientnet_b1
dis: 3.795, predict: 8, model: efficientnet_b1
dis: 0.986, predict: 1, model: resnet152
dis: 3.596, predict: 5, model: resnet152
dis: 7.622, predict: 5, model: resnet152
dis: 3.038, predict: 5, model: efficientnet_b1
dis: 10.879, predict: 0, model: resnet152
dis: 4.236, predict: 5, model: resnet152
dis: 1.357, predict: 4, model: resnet152
dis: 4.823, predict: 0, model: resnet152
dis: 1.720, predict: 5, model: resnet152
dis: 1.504, predict: 7, model: resnet152
dis: 9.468, predict: 6, model: resnet152
dis: 2.481, predict: 4, model: resnet152
dis: 0.297, predict: 8, model: resnet152
dis: 2.703, predict: 3, model: efficientnet_b1
dis: 4.205, predict: 8, model: resnet152
dis: 5.281, predict: 5, model: resnet152
dis: 7.482, predict: 9, model: resnet152
dis: 5.247, predict: 3, model: resnet152
dis: 3.373, predict: 3, model: resnet152
dis: 6.235, predict: 4, model: resnet152
dis: 8.120, predict: 5, model: resnet152
dis: 1.166, predict: 3, model: efficientnet_b1
dis: 2.064, predict: 2, model: efficientnet_b1
dis: 3.146, predict: 4, model: resnet152
dis: 5.900, predict: 3, model: resnet152
dis: 1.401, predict: 2, model: resnet152
dis: 9.477, predict: 2, model: resnet152
dis: 1.662, predict: 3, model: resnet152
dis: 6.286, predict: 3, model: resnet152
dis: 1.345, predict: 3, model: efficientnet_b1
dis: 4.630, predict: 5, model: resnet152
dis: 13.041, predict: 3, model: resnet152
dis: 5.768, predict: 3, model: resnet152
dis: 4.190, predict: 9, model: resnet152
dis: 3.166, predict: 8, model: resnet152
dis: 5.517, predict: 3, model: resnet152
dis: 12.448, predict: 4, model: resnet152
dis: 4.189, predict: 3, model: resnet152
dis: 2.116, predict: 7, model: resnet152
dis: 6.613, predict: 3, model: resnet152
dis: 7.170, predict: 8, model: resnet152
dis: 3.704, predict: 2, model: resnet152
dis: 7.597, predict: 8, model: resnet152
dis: 2.762, predict: 8, model: resnet152
dis: 3.311, predict: 3, model: resnet152
dis: 5.496, predict: 9, model: efficientnet_b1
dis: 10.821, predict: 3, model: resnet152
dis: 2.976, predict: 2, model: efficientnet_b1
dis: 1.729, predict: 7, model: efficientnet_b1
dis: 9.833, predict: 2, model: resnet152
dis: 0.414, predict: 2, model: resnet152
dis: 1.515, predict: 5, model: resnet152
dis: 1.132, predict: 2, model: resnet152
dis: 7.572, predict: 5, model: resnet152
dis: 8.943, predict: 3, model: resnet152
dis: 3.859, predict: 6, model: resnet152
dis: 6.178, predict: 0, model: resnet152
dis: 4.295, predict: 7, model: resnet152
dis: 9.678, predict: 7, model: resnet152
dis: 4.035, predict: 5, model: resnet152
dis: 5.071, predict: 1, model: efficientnet_b1
dis: 5.442, predict: 3, model: efficientnet_b1
dis: 1.704, predict: 5, model: resnet152
dis: 11.592, predict: 6, model: resnet152
dis: 1.111, predict: 7, model: efficientnet_b1
dis: 3.492, predict: 5, model: resnet152
dis: 3.553, predict: 5, model: efficientnet_b1
dis: 1.259, predict: 0, model: resnet152
dis: 8.479, predict: 7, model: resnet152
dis: 0.947, predict: 4, model: efficientnet_b1
dis: 4.626, predict: 5, model: efficientnet_b1
dis: 1.837, predict: 2, model: efficientnet_b1
dis: 3.472, predict: 4, model: efficientnet_b1
dis: 1.423, predict: 5, model: efficientnet_b1
dis: 7.197, predict: 0, model: resnet152
dis: 6.238, predict: 3, model: efficientnet_b1
dis: 4.655, predict: 4, model: resnet152
dis: 3.406, predict: 3, model: resnet152
dis: 10.384, predict: 9, model: resnet152
dis: 1.823, predict: 3, model: resnet152
dis: 1.261, predict: 5, model: resnet152
dis: 4.543, predict: 6, model: resnet152
dis: 1.112, predict: 3, model: resnet152
dis: 1.133, predict: 7, model: resnet152
dis: 10.850, predict: 9, model: resnet152
dis: 1.691, predict: 5, model: resnet152
dis: 11.798, predict: 3, model: resnet152
dis: 2.361, predict: 5, model: efficientnet_b1
dis: 6.718, predict: 1, model: resnet152
dis: 4.335, predict: 9, model: resnet152
dis: 1.917, predict: 9, model: resnet152
dis: 4.469, predict: 3, model: resnet152
dis: 3.486, predict: 2, model: resnet152
dis: 4.607, predict: 5, model: efficientnet_b1
dis: 4.646, predict: 4, model: resnet152
dis: 6.400, predict: 4, model: efficientnet_b1
dis: 7.928, predict: 4, model: resnet152
dis: 2.320, predict: 8, model: resnet152
dis: 2.975, predict: 3, model: resnet152
dis: 5.942, predict: 3, model: resnet152
dis: 10.840, predict: 0, model: resnet152
dis: 0.429, predict: 7, model: efficientnet_b1
dis: 3.463, predict: 9, model: efficientnet_b1
dis: 2.968, predict: 4, model: resnet152
dis: 2.937, predict: 2, model: efficientnet_b1
dis: 9.799, predict: 9, model: resnet152
dis: 3.790, predict: 1, model: resnet152
dis: 8.060, predict: 3, model: resnet152
dis: 7.514, predict: 4, model: resnet152
dis: 3.549, predict: 9, model: efficientnet_b1
dis: 5.919, predict: 4, model: efficientnet_b1
dis: 1.192, predict: 9, model: resnet152
dis: 1.816, predict: 8, model: efficientnet_b1
dis: 2.240, predict: 5, model: efficientnet_b1
dis: 8.270, predict: 5, model: resnet152
dis: 2.139, predict: 2, model: resnet152
dis: 4.059, predict: 5, model: efficientnet_b1
dis: 0.711, predict: 6, model: efficientnet_b1
dis: 7.166, predict: 4, model: resnet152
dis: 3.810, predict: 1, model: resnet152
dis: 1.433, predict: 7, model: efficientnet_b1
dis: 2.295, predict: 5, model: efficientnet_b1
dis: 5.136, predict: 3, model: resnet152
dis: 2.488, predict: 7, model: resnet152
